Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
Two or More Races,M,Seattle Dept of Transportation,33,30.09,R,A
Two or More Races,M,Seattle City Light,46,69.07,R,A
Two or More Races,M,Seattle Public Utilities,41,61.334,R,A
Two or More Races,M,Seattle City Light,42,61.86,R,A
Two or More Races,M,Police Department,37,55.34,R,A
Two or More Races,F,City Budget Office,34,70,R,A
Two or More Races,M,Seattle City Light,43,39.36,T,A
Two or More Races,M,Fire Department,33,38.98,R,A
Two or More Races,M,Seattle Center,21,23.14,R,A
Two or More Races,F,Arts & Culture,38,48.51,R,A
Two or More Races,M,Seattle Public Utilities,54,40.84,R,A
Two or More Races,M,Seattle Public Library,43,33.46,R,A
Two or More Races,M,Police Department,32,56.12,R,A
Two or More Races,F,Seattle Dept of Transportation,40,70.63,R,A
Two or More Races,F,Police Department,27,38.31,R,A
Two or More Races,M,Seattle Public Utilities,59,34.08,R,A
Two or More Races,M,Parks & Recreation,48,38.95,T,A
Two or More Races,F,Seattle Center,51,31.35,R,A
Two or More Races,N,Human Services Department,20,19.09,T,A
Two or More Races,F,Parks & Recreation,51,19.64,T,A
Two or More Races,F,Police Department,28,38.57,R,A
Two or More Races,F,Seattle Public Utilities,59,66.691,R,A
Two or More Races,M,Seattle Dept of Transportation,44,66.35,R,A
Two or More Races,F,Human Services Department,34,39.28,R,A
Two or More Races,F,Law Department,31,41.66,R,A
Two or More Races,M,Seattle City Light,64,78.53,R,A
Two or More Races,M,Seattle Public Utilities,21,24.92,T,A
Two or More Races,F,Information Technology,37,63.81,R,A
Two or More Races,M,Information Technology,39,63,R,A
Two or More Races,F,Parks & Recreation,52,31.35,R,A
Two or More Races,F,Seattle Dept of Human Resource,30,46.68,R,A
Two or More Races,F,Seattle Public Library,17,18.69,R,A
Two or More Races,F,Seattle Public Utilities,32,29.29,R,A
Two or More Races,M,Police Department,47,60.84,R,A
Two or More Races,M,Fire Department,42,45.24,R,A
Two or More Races,F,Seattle Center,49,18.69,T,A
Two or More Races,M,Police Department,50,30.09,R,A
Two or More Races,F,Seattle City Light,41,67.946,R,A
Two or More Races,M,Parks & Recreation,25,19.29,R,A
Two or More Races,N,Arts & Culture,32,37.84,R,A
Two or More Races,F,Seattle Public Utilities,34,33.79,R,A
Two or More Races,F,Office of Housing,35,49.49,R,A
Two or More Races,M,Seattle Public Utilities,38,37.32,R,A
Two or More Races,M,Seattle City Light,62,63.32,R,A
Two or More Races,M,Seattle City Light,31,61.86,R,A
Two or More Races,M,Parks & Recreation,28,18.69,T,A
Two or More Races,M,Seattle Public Utilities,21,24.92,T,A
Two or More Races,M,Seattle Dept of Transportation,36,43.63,R,A
Two or More Races,F,Seattle Public Utilities,55,36.48,R,A
Two or More Races,F,Seattle Public Utilities,36,38,R,A
Two or More Races,F,Mayor's Office,53,76.629,R,A
Two or More Races,M,Fire Department,48,53.15,R,A
Two or More Races,M,Police Department,41,66.09,R,A
Two or More Races,M,Seattle City Light,55,61.19,R,A
Two or More Races,M,Seattle Public Utilities,66,34.08,R,A
Two or More Races,M,Parks & Recreation,30,30.09,T,A
Two or More Races,M,Seattle Public Library,48,81.178,R,A
Two or More Races,M,Seattle City Light,55,35.4,R,A
Two or More Races,F,Seattle Dept of Transportation,38,40.66,R,A
Two or More Races,F,Parks & Recreation,46,41.66,R,A
Two or More Races,M,Seattle Dept of Transportation,48,55.73,R,A
Two or More Races,M,Seattle Center,54,36.05,T,A
Two or More Races,F,Municipal Court,71,30.56,T,A
Two or More Races,F,Office for Civil Rights,44,69.563,R,A
Two or More Races,F,Police Department,32,55.07,R,A
Two or More Races,F,Parks & Recreation,45,19.64,T,A
Two or More Races,M,Seattle City Light,35,23.4,T,A
Two or More Races,M,Seattle Public Utilities,33,37.29,R,A
Two or More Races,M,Seattle Public Utilities,51,21.51,R,A
Two or More Races,F,Seattle Public Library,32,28.5,R,A
Two or More Races,M,Construction & Inspections,61,67.49,R,A
Two or More Races,M,Office of Housing,38,38.57,T,A
Two or More Races,F,Parks & Recreation,16,19.51,T,A
Two or More Races,F,Arts & Culture,41,46.68,R,A
Two or More Races,F,Parks & Recreation,32,19.64,T,A
Two or More Races,M,Parks & Recreation,24,26.24,R,A
Two or More Races,M,Police Department,52,70.92,R,A
Two or More Races,M,Seattle City Light,54,46.33,R,A
Two or More Races,F,Police Department,31,54.29,R,L
Two or More Races,M,Police Department,54,60.06,R,A
Two or More Races,F,Seattle City Light,64,71.8,R,A
Two or More Races,F,Education & Early Learning,54,38.57,R,A
Two or More Races,M,Police Department,31,45.96,R,A
Two or More Races,F,Seattle Dept of Transportation,45,53.2,R,A
Two or More Races,M,Fire Department,33,43.98,R,A
Two or More Races,M,Fire Department,44,53.57,R,A
Two or More Races,M,Human Services Department,67,33.14,R,A
Two or More Races,M,Education & Early Learning,39,55.276,R,A
Two or More Races,F,Seattle Public Library,37,38.42,R,L
Two or More Races,F,Seattle City Light,59,45.96,R,A
Two or More Races,F,Police Department,36,51.08,R,A
Two or More Races,F,Seattle Public Library,63,51.39,R,A
Two or More Races,F,Education & Early Learning,75,31.35,R,A
Two or More Races,F,Commnty Sfty and Comm Ctr Dept,31,32.47,R,A
Two or More Races,M,Construction & Inspections,47,35.74,R,A
Two or More Races,F,Seattle Dept of Transportation,37,55.44,R,A
Two or More Races,F,Police Department,29,50.03,R,A
Two or More Races,M,Fire Department,57,128.168,R,A
Two or More Races,M,Human Services Department,40,39.28,R,A
Two or More Races,M,Seattle City Light,31,47.64,R,A
Two or More Races,F,Seattle Public Library,31,27.05,R,A
Two or More Races,F,Construction & Inspections,40,59.55,R,A
Two or More Races,M,Seattle Dept of Transportation,51,45.81,R,A
Two or More Races,M,Parks & Recreation,35,25.58,T,A
Two or More Races,M,Police Department,26,50.03,R,A
Two or More Races,F,Seattle Public Library,34,39.89,R,A
Two or More Races,F,Police Department,51,72.42,R,A
Two or More Races,M,Fire Department,29,43.15,R,A
Two or More Races,M,Finance & Admin Services,41,65.207,R,A
Two or More Races,M,Neighborhoods,46,41.66,R,A
Two or More Races,M,Police Department,38,56.65,R,A
Two or More Races,F,Seattle Public Library,27,23.46,R,A
Two or More Races,M,Parks & Recreation,45,33.33,R,A
Two or More Races,F,Police Department,56,60.06,R,A
Two or More Races,F,Seattle Dept of Transportation,43,49.4,R,A
Two or More Races,F,Seattle Public Utilities,55,53.45,R,A
Two or More Races,M,Seattle Dept of Transportation,64,57.87,R,A
Two or More Races,M,Parks & Recreation,34,37.1,R,L
Two or More Races,F,Seattle City Light,23,19.09,T,A
Two or More Races,M,Parks & Recreation,20,25.46,T,A
Two or More Races,M,Seattle Center,60,18.69,T,A
Two or More Races,M,Office for Civil Rights,37,48.428,R,A
Two or More Races,F,Office for Civil Rights,26,43.34,R,A
Two or More Races,F,Seattle Dept of Transportation,53,53.74,R,A
Two or More Races,M,Seattle Public Library,36,27.05,R,A
Two or More Races,F,Police Department,28,53.5,R,A
Two or More Races,M,Police Department,58,124.184,R,A
Two or More Races,M,Seattle Dept of Transportation,34,30.09,R,A
Two or More Races,M,Seattle Public Utilities,66,72.146,R,A
Two or More Races,F,Human Services Department,47,26.99,R,A
Two or More Races,F,Seattle Public Library,32,28.5,R,L
Two or More Races,F,Parks & Recreation,22,19.51,T,A
Two or More Races,M,Parks & Recreation,16,21.05,T,A
Two or More Races,F,Seattle City Light,43,42.42,R,A
Two or More Races,F,Human Services Department,29,38.57,R,A
Two or More Races,M,Seattle Public Utilities,65,57.87,R,A
Not Specified,M,Police Department,51,60.85,R,A
Not Specified,M,Police Department,49,69.71,R,A
Not Specified,M,Seattle Public Library,44,35.26,R,A
Not Specified,M,Police Department,51,57.44,R,A
Not Specified,M,Information Technology,36,50.36,R,A
Not Specified,M,Seattle Dept of Transportation,50,35.16,R,A
Not Specified,F,Seattle Public Utilities,58,54.4,R,A
Not Specified,M,Seattle Public Utilities,33,43.34,R,A
Not Specified,F,Police Department,58,61.89,R,A
Not Specified,M,Police Department,52,57.7,R,A
Not Specified,F,Seattle Public Utilities,26,23.4,T,A
Not Specified,M,Information Technology,50,73.662,R,A
Not Specified,M,Construction & Inspections,41,50.43,R,A
Not Specified,F,Police Relief & Pension Fund,54,65.83,R,A
Not Specified,M,Seattle City Light,35,47.57,R,A
Not Specified,M,Seattle Dept of Transportation,29,52.41,R,A
Not Specified,M,Parks & Recreation,58,62.049,R,A
Not Specified,M,Police Department,49,66.99,R,A
Not Specified,M,Parks & Recreation,44,40.25,R,A
Not Specified,M,Police Department,52,60.85,R,A
Not Specified,F,Seattle Public Utilities,45,61.708,R,A
Not Specified,F,Human Services Department,39,65,R,A
Not Specified,F,Information Technology,61,68.192,R,A
Not Specified,M,Seattle City Light,43,61.86,R,A
Not Specified,M,Commnty Sfty and Comm Ctr Dept,33,47.47,R,A
Not Specified,M,Police Department,37,57.44,R,A
Not Specified,M,Finance & Admin Services,22,28,T,A
Not Specified,M,Seattle City Light,56,54.6,R,A
Not Specified,M,Seattle City Light,44,62,R,A
Not Specified,M,Police Department,39,61.37,R,A
Not Specified,F,Seattle Public Utilities,58,38,R,A
Not Specified,M,Police Department,41,60.32,R,A
Not Specified,F,Education & Early Learning,38,47.57,R,A
Not Specified,M,Seattle City Light,33,33.36,R,A
Not Specified,M,Police Department,67,111.73,R,A
Not Specified,M,Construction & Inspections,41,61.192,R,A
Not Specified,M,Finance & Admin Services,51,47.34,R,A
Not Specified,M,Seattle Center,37,39.7,T,A
Not Specified,F,Seattle Dept of Transportation,43,72.75,R,A
Not Specified,M,Information Technology,42,72.75,R,A
Not Specified,F,Seattle City Light,32,24.55,R,A
Not Specified,M,Seattle Public Utilities,47,43.27,R,A
Not Specified,M,Seattle City Light,49,54.6,R,A
Not Specified,F,Seattle Dept of Transportation,59,51.32,R,A
Not Specified,M,Seattle Public Utilities,57,50.14,R,A
Not Specified,F,Parks & Recreation,21,19.64,T,A
Not Specified,M,Seattle City Light,37,69.6,R,A
Not Specified,M,Police Department,31,47.69,R,A
Not Specified,M,Police Department,51,58.75,R,A
Not Specified,M,Seattle City Light,51,57.87,R,A
Not Specified,F,Seattle City Light,44,62.3749,R,A
Not Specified,M,Seattle Public Utilities,61,61.538,R,A
Not Specified,M,Seattle Dept of Transportation,26,30.09,R,A
Not Specified,M,Seattle Public Utilities,42,37.29,R,A
Not Specified,M,Police Department,51,58.75,R,A
Not Specified,F,Commnty Sfty and Comm Ctr Dept,48,58,T,A
Not Specified,M,Finance & Admin Services,34,42.57,R,A
Not Specified,M,Information Technology,46,61.753,R,A
Not Specified,F,Police Department,26,41.66,R,A
Not Specified,M,Seattle City Light,42,69.6,R,A
Not Specified,N,Police Department,57,64.212,R,A
Not Specified,M,Seattle Dept of Transportation,30,64.99,R,A
Not Specified,M,Seattle Dept of Transportation,59,51.32,R,A
Not Specified,M,Seattle City Light,50,69.6,R,A
Not Specified,M,Seattle City Light,61,41.38,R,A
Not Specified,M,Finance & Admin Services,53,39.04,R,A
Not Specified,F,Education & Early Learning,48,47.57,R,A
Not Specified,M,Police Department,43,59.53,R,A
Not Specified,M,Police Department,36,55.34,R,A
Not Specified,F,Parks & Recreation,78,31.35,R,A
Not Specified,F,Parks & Recreation,25,45.42,R,A
Not Specified,M,Parks & Recreation,52,27.19,R,A
Not Specified,M,Police Department,41,59.27,R,A
Not Specified,F,Parks & Recreation,62,32.85,R,A
Not Specified,M,Parks & Recreation,42,39.27,R,A
Not Specified,M,Construction & Inspections,37,62.45,R,A
Not Specified,N,Police Department,29,52.682,R,A
Not Specified,M,Seattle City Light,33,56.18,R,A
Not Specified,M,Seattle City Light,44,61.86,R,A
Not Specified,M,Information Technology,33,49.66,R,A
Not Specified,M,Seattle City Light,38,57.87,R,A
Not Specified,F,Arts & Culture,48,35.74,R,A
Not Specified,M,Police Department,53,60.58,R,A
Not Specified,F,Seattle Public Utilities,24,23.4,T,A
Not Specified,M,Police Department,33,33.44,R,A
Not Specified,F,Information Technology,33,72.75,R,A
Not Specified,M,Police Department,37,57.7,R,A
Not Specified,M,Police Department,27,45.96,R,A
Not Specified,N,Seattle Public Utilities,22,23.14,T,A
Not Specified,F,Office of Economic Development,38,53.108,R,A
Not Specified,M,Seattle City Light,49,93.34,R,A
Not Specified,M,Parks & Recreation,18,19.51,T,A
Not Specified,M,Police Department,50,60.06,R,A
Not Specified,M,Police Department,60,59.01,R,A
Not Specified,M,Seattle Dept of Transportation,48,42.57,R,A
Not Specified,F,Information Technology,50,102,R,A
Not Specified,F,Police Department,52,34.47,R,A
Not Specified,F,Parks & Recreation,27,18.69,T,A
Not Specified,M,Parks & Recreation,44,30.09,R,A
Not Specified,M,Seattle Dept of Transportation,32,57.87,R,A
Not Specified,M,Seattle Dept of Transportation,52,40.79,R,A
Not Specified,M,Police Department,39,66.09,R,A
Not Specified,M,Police Department,46,70,R,A
Not Specified,M,Police Department,30,34.05,R,A
Not Specified,M,Seattle Public Utilities,52,37.29,R,A
Not Specified,M,Parks & Recreation,57,52.75,R,A
Not Specified,F,Seattle Dept of Transportation,57,33.78,R,A
Not Specified,F,Information Technology,55,64.212,T,A
Not Specified,M,Seattle Dept of Transportation,42,61.15,R,A
Not Specified,F,Parks & Recreation,56,35.05,R,A
Not Specified,M,Fire Department,45,46.9,R,A
Not Specified,M,Police Department,31,55.34,R,A
Not Specified,M,Seattle Public Utilities,47,41.26,R,A
Not Specified,F,Police Department,57,61.63,R,A
Not Specified,M,Seattle Dept of Transportation,25,30.09,R,A
Not Specified,M,Seattle City Light,65,54.4,R,A
Not Specified,F,Municipal Court,48,44.95,R,A
Not Specified,M,Parks & Recreation,20,26.24,R,A
Not Specified,M,Seattle City Light,41,74.79,R,A
Not Specified,M,Seattle Public Utilities,51,47.96,R,A
Not Specified,M,Seattle Public Utilities,66,46.68,R,A
Not Specified,M,Seattle Dept of Transportation,53,35.46,R,A
Not Specified,M,Seattle City Light,48,51.32,R,A
Not Specified,M,Seattle City Light,43,71.7265,R,A
Not Specified,M,Seattle Public Utilities,59,43.27,R,A
Not Specified,N,Seattle Public Utilities,29,19.09,T,A
Not Specified,M,Police Department,35,58.22,R,A
Not Specified,F,Seattle Public Library,37,44.41,R,A
Not Specified,M,Parks & Recreation,47,34.08,R,A
Not Specified,M,Parks & Recreation,64,67.49,R,A
Not Specified,M,Finance & Admin Services,29,32.85,R,A
Not Specified,F,Commnty Sfty and Comm Ctr Dept,27,31.3,R,A
Not Specified,M,Police Department,41,46.68,R,A
Not Specified,M,Finance & Admin Services,29,30.36,R,A
Not Specified,F,Seattle City Light,34,52.142,R,A
Not Specified,M,Seattle City Light,41,45.96,R,A
Not Specified,M,Seattle Public Utilities,43,67.054,R,A
Not Specified,M,Seattle Public Utilities,46,37.32,R,A
Not Specified,M,Municipal Court,58,61.346,R,A
Not Specified,M,Police Department,33,56.12,R,A
Not Specified,M,Seattle City Light,33,61.86,R,A
Not Specified,M,Seattle City Light,39,33.36,R,A
Not Specified,M,Police Department,36,54.29,R,A
Not Specified,F,Law Department,30,37.1,R,A
Not Specified,F,Seattle City Light,63,35.05,R,L
Not Specified,F,Parks & Recreation,41,31.86,R,A
Not Specified,M,Seattle City Light,51,74.79,R,A
Not Specified,M,Information Technology,64,61.316,R,A
Not Specified,M,Police Department,40,56.65,R,A
Not Specified,M,Seattle Public Utilities,43,65.439,R,A
Not Specified,F,Finance & Admin Services,31,47.57,R,A
Not Specified,N,Commnty Sfty and Comm Ctr Dept,31,37.75,R,A
Not Specified,M,Finance & Admin Services,51,61.737,R,A
Not Specified,M,Construction & Inspections,46,52.41,R,A
Not Specified,M,Parks & Recreation,52,18.69,T,A
Not Specified,F,Police Department,42,61.7032,R,A
Not Specified,M,Seattle City Light,67,77.88,R,A
Not Specified,F,Seattle Public Utilities,27,38.29,R,A
Not Specified,M,Finance & Admin Services,38,60,R,A
Not Specified,M,Seattle Public Utilities,57,57.38,R,A
Not Specified,M,Police Department,46,60.06,R,A
Not Specified,F,Finance & Admin Services,56,29.03,R,A
Not Specified,F,Finance & Admin Services,57,31.7,R,A
Not Specified,M,Police Department,48,34.05,R,A
Not Specified,N,Seattle Public Utilities,20,30.52,R,A
Not Specified,F,Seattle Public Utilities,30,53.74,R,A
Not Specified,M,Finance & Admin Services,33,46.68,R,A
Not Specified,M,Parks & Recreation,28,33.33,R,A
Not Specified,M,Seattle Public Utilities,41,37.32,R,A
Not Specified,F,Information Technology,42,64.691,R,A
Not Specified,M,Police Department,36,54.29,R,A
Not Specified,M,Information Technology,46,65.617,R,A
Not Specified,M,Seattle City Light,34,65.11,R,A
Not Specified,M,Police Department,53,64.6726,R,A
Not Specified,M,Finance & Admin Services,52,33.14,R,A
Not Specified,M,Police Department,34,55.34,R,A
Not Specified,M,Seattle City Light,55,66.3114,R,A
Not Specified,F,Finance & Admin Services,34,33.14,R,A
Not Specified,M,Police Department,59,61.63,R,A
Not Specified,M,Seattle City Light,49,49.45,R,A
Not Specified,M,Seattle City Light,34,61.86,R,A
Not Specified,M,Information Technology,46,69.184,R,A
Not Specified,M,Parks & Recreation,50,31.86,R,A
Not Specified,M,Seattle City Light,34,74.79,R,A
Not Specified,M,Seattle Public Utilities,56,41.61,R,A
Not Specified,M,Seattle Public Utilities,40,67.49,R,A
Not Specified,M,Police Department,46,60.06,R,A
Not Specified,N,Legislative Department,45,52.682,R,A
Not Specified,F,Finance & Admin Services,57,49.49,R,A
Not Specified,N,Seattle Public Utilities,47,30.09,R,A
Not Specified,M,Police Department,51,69.71,R,A
Not Specified,F,Information Technology,53,73.662,R,A
Not Specified,N,Seattle Public Utilities,30,51.22,R,A
Not Specified,M,Police Department,54,111.73,R,A
Not Specified,M,Seattle City Light,35,61.86,R,A
